Concentration,Temperature,ConversionRate,InletFlow,InletConc,InletTemp,CoolantTemp,NextConcentration,NextTemperature,NextConversionRate
7.4276,308.38,0.50,0.24,15.00,299.99,290.70,7.4280,308.38,0.50
7.4280,308.38,0.50,0.39,14.88,300.24,290.74,7.4294,308.37,0.50
7.4294,308.37,0.50,0.25,14.71,300.33,290.67,7.4298,308.37,0.50
7.4298,308.37,0.50,0.27,14.71,300.44,290.75,7.4303,308.37,0.50
7.4303,308.37,0.49,0.09,14.65,300.34,290.91,7.4295,308.37,0.49
7.4295,308.37,0.49,0.19,14.70,300.44,290.84,7.4294,308.37,0.49
7.4294,308.37,0.49,0.29,14.59,300.58,290.81,7.4301,308.37,0.49
7.4301,308.37,0.49,0.36,14.62,300.76,290.71,7.4312,308.36,0.49
7.4312,308.36,0.49,0.42,14.70,300.70,290.73,7.4327,308.36,0.49
7.4327,308.36,0.50,0.28,14.72,300.73,290.67,7.4333,308.36,0.50
7.4333,308.36,0.50,0.22,14.86,300.80,290.61,7.4335,308.36,0.50
7.4335,308.36,0.50,0.18,14.85,300.84,290.64,7.4333,308.35,0.50
7.4333,308.35,0.50,0.20,14.94,300.72,290.50,7.4333,308.35,0.50
7.4333,308.35,0.50,0.23,14.80,300.78,290.56,7.4336,308.35,0.50
7.4336,308.35,0.50,0.22,14.83,300.64,290.50,7.4337,308.35,0.50
7.4337,308.35,0.50,0.02,14.74,300.53,290.27,7.4324,308.35,0.50
7.4324,308.35,0.49,0.00,14.65,300.55,290.21,7.4309,308.35,0.49
7.4309,308.35,0.49,0.13,14.56,300.70,290.28,7.4304,308.35,0.49
7.4304,308.35,0.49,0.00,14.47,300.86,290.20,7.4290,308.35,0.49
7.4290,308.35,0.49,0.12,14.43,300.80,290.08,7.4284,308.35,0.49
7.4284,308.35,0.49,0.21,14.46,300.95,290.17,7.4284,308.35,0.49
7.4284,308.35,0.48,0.14,14.38,300.99,289.92,7.4279,308.34,0.48
7.4279,308.34,0.49,0.16,14.46,300.90,289.93,7.4275,308.34,0.49
7.4275,308.34,0.49,0.24,14.51,300.92,289.94,7.4278,308.34,0.49
7.4278,308.34,0.49,0.10,14.54,300.80,289.98,7.4271,308.34,0.49
7.4271,308.34,0.48,0.08,14.42,300.98,289.95,7.4262,308.34,0.49
7.4262,308.34,0.48,0.03,14.38,300.96,289.81,7.4249,308.34,0.48
7.4249,308.34,0.48,0.23,14.35,300.94,289.66,7.4251,308.34,0.48
7.4251,308.34,0.48,0.32,14.32,300.84,289.47,7.4258,308.34,0.48
7.4258,308.34,0.48,0.33,14.28,300.79,289.58,7.4266,308.33,0.48
7.4266,308.33,0.48,0.41,14.26,301.03,289.57,7.4280,308.33,0.48
7.4280,308.33,0.48,0.43,14.19,300.99,289.72,7.4295,308.33,0.48
7.4295,308.33,0.48,0.40,14.35,300.90,289.62,7.4308,308.32,0.48
7.4308,308.32,0.49,0.41,14.52,300.91,289.61,7.4322,308.32,0.49
7.4322,308.32,0.49,0.46,14.48,300.96,289.73,7.4340,308.32,0.49
7.4340,308.32,0.49,0.50,14.45,300.80,289.76,7.4361,308.31,0.49
7.4361,308.31,0.48,0.43,14.23,300.83,289.61,7.4375,308.31,0.48
7.4375,308.31,0.48,0.28,14.27,300.75,289.44,7.4380,308.31,0.48
7.4380,308.31,0.48,0.27,14.26,300.79,289.37,7.4384,308.31,0.48
7.4384,308.31,0.48,0.26,14.32,300.89,289.45,7.4387,308.31,0.48
7.4387,308.31,0.48,0.23,14.44,300.82,289.51,7.4388,308.30,0.48
7.4388,308.30,0.48,0.18,14.34,301.00,289.54,7.4386,308.30,0.48
7.4386,308.30,0.49,0.01,14.45,301.14,289.67,7.4372,308.30,0.49
7.4372,308.30,0.49,0.01,14.59,301.23,289.76,7.4358,308.30,0.49
7.4358,308.30,0.49,0.06,14.58,301.19,289.83,7.4348,308.30,0.49
7.4348,308.30,0.48,0.00,14.39,301.22,289.87,7.4333,308.30,0.48
7.4333,308.30,0.48,0.17,14.39,301.10,289.90,7.4330,308.30,0.48
7.4330,308.30,0.48,0.12,14.40,301.27,289.90,7.4324,308.30,0.48
7.4324,308.30,0.48,0.00,14.34,301.32,289.88,7.4309,308.30,0.48
7.4309,308.30,0.48,0.03,14.26,301.39,289.98,7.4297,308.30,0.48
7.4297,308.30,0.48,0.00,14.33,301.09,289.68,7.4282,308.30,0.48
7.4282,308.30,0.49,0.00,14.44,301.09,289.81,7.4267,308.30,0.49
7.4267,308.30,0.49,0.00,14.50,301.18,289.73,7.4253,308.30,0.49
7.4253,308.30,0.49,0.06,14.66,301.27,289.57,7.4243,308.30,0.49
7.4243,308.30,0.50,0.00,14.74,301.26,289.53,7.4228,308.30,0.50
7.4228,308.30,0.50,0.00,14.72,301.39,289.45,7.4214,308.30,0.50
7.4214,308.30,0.50,0.00,14.79,301.39,289.54,7.4199,308.30,0.50
7.4199,308.30,0.49,0.00,14.57,301.33,289.50,7.4184,308.30,0.49
7.4184,308.30,0.49,0.23,14.47,301.28,289.38,7.4186,308.30,0.49
7.4186,308.30,0.49,0.22,14.57,301.38,289.32,7.4187,308.30,0.49
7.4187,308.30,0.50,0.00,14.79,301.33,289.26,7.4173,308.30,0.50
7.4173,308.30,0.50,0.03,14.72,301.18,289.23,7.4160,308.30,0.50
7.4160,308.30,0.50,0.12,14.72,301.28,289.39,7.4154,308.29,0.50
7.4154,308.29,0.50,0.10,14.69,301.27,289.37,7.4147,308.29,0.50
7.4147,308.29,0.49,0.18,14.50,301.39,289.28,7.4145,308.29,0.49
7.4145,308.29,0.49,0.07,14.65,301.25,289.35,7.4136,308.29,0.49
7.4136,308.29,0.49,0.38,14.67,301.53,289.37,7.4149,308.29,0.49
7.4149,308.29,0.49,0.35,14.64,301.51,289.37,7.4159,308.29,0.49
7.4159,308.29,0.49,0.35,14.61,301.59,289.25,7.4170,308.29,0.49
7.4170,308.29,0.48,0.33,14.36,301.72,289.25,7.4178,308.28,0.48
7.4178,308.28,0.48,0.35,14.19,301.66,289.45,7.4187,308.28,0.48
7.4187,308.28,0.47,0.38,14.13,301.53,289.49,7.4198,308.28,0.47
7.4198,308.28,0.48,0.54,14.16,301.57,289.51,7.4220,308.27,0.48
7.4220,308.27,0.47,0.42,14.06,301.79,289.65,7.4233,308.27,0.47
7.4233,308.27,0.47,0.43,13.98,301.71,289.81,7.4247,308.27,0.47
7.4247,308.27,0.47,0.60,13.99,301.70,289.84,7.4272,308.27,0.47
7.4272,308.27,0.47,0.45,14.02,301.80,289.63,7.4287,308.26,0.47
7.4287,308.26,0.47,0.53,13.90,301.85,289.72,7.4307,308.26,0.47
7.4307,308.26,0.46,0.50,13.83,301.83,289.52,7.4324,308.26,0.46
7.4324,308.26,0.47,0.47,13.92,301.68,289.37,7.4340,308.25,0.47
7.4340,308.25,0.47,0.47,13.95,301.70,289.42,7.4357,308.25,0.47
7.4357,308.25,0.47,0.37,13.96,301.76,289.54,7.4366,308.25,0.47
7.4366,308.25,0.47,0.54,13.95,301.70,289.55,7.4387,308.24,0.47
7.4387,308.24,0.47,0.47,13.98,301.73,289.59,7.4403,308.24,0.47
7.4403,308.24,0.46,0.43,13.83,301.92,289.75,7.4417,308.24,0.46
7.4417,308.24,0.46,0.34,13.80,301.63,289.73,7.4424,308.24,0.46
7.4424,308.24,0.46,0.34,13.70,301.61,289.68,7.4430,308.23,0.46
7.4430,308.23,0.45,0.45,13.52,301.62,289.65,7.4443,308.23,0.45
7.4443,308.23,0.44,0.38,13.38,301.66,289.70,7.4451,308.23,0.44
7.4451,308.23,0.45,0.27,13.42,301.68,289.59,7.4453,308.23,0.45
7.4453,308.23,0.44,0.21,13.41,301.67,289.65,7.4451,308.22,0.44
7.4451,308.22,0.44,0.28,13.28,301.57,289.67,7.4453,308.22,0.44
7.4453,308.22,0.45,0.30,13.45,301.57,289.76,7.4456,308.22,0.45
7.4456,308.22,0.45,0.35,13.51,301.52,289.63,7.4463,308.22,0.45
7.4463,308.22,0.45,0.36,13.51,301.40,289.66,7.4471,308.22,0.45
7.4471,308.22,0.45,0.47,13.55,301.30,289.74,7.4485,308.21,0.45
7.4485,308.21,0.45,0.64,13.53,301.37,289.77,7.4509,308.21,0.45
7.4509,308.21,0.45,0.54,13.62,301.27,289.77,7.4528,308.20,0.45
7.4528,308.20,0.45,0.49,13.66,301.40,289.49,7.4544,308.20,0.45
7.4544,308.20,0.45,0.41,13.60,301.36,289.25,7.4554,308.20,0.45
7.4554,308.20,0.45,0.54,13.50,301.36,289.27,7.4572,308.19,0.45
7.4572,308.19,0.44,0.51,13.40,301.48,289.28,7.4588,308.19,0.44
7.4588,308.19,0.45,0.53,13.58,301.36,289.35,7.4607,308.19,0.45
7.4607,308.19,0.45,0.39,13.58,301.36,289.37,7.4616,308.19,0.45
7.4616,308.19,0.44,0.27,13.39,301.34,289.33,7.4617,308.18,0.44
7.4617,308.18,0.44,0.03,13.31,301.33,289.32,7.4604,308.18,0.44
7.4604,308.18,0.44,0.07,13.26,301.48,289.41,7.4594,308.18,0.44
7.4594,308.18,0.44,0.03,13.23,301.45,289.34,7.4581,308.18,0.44
7.4581,308.18,0.44,0.06,13.22,301.28,289.38,7.4570,308.18,0.44
7.4570,308.18,0.44,0.11,13.24,300.99,289.23,7.4562,308.18,0.44
7.4562,308.18,0.44,0.23,13.36,301.04,289.15,7.4561,308.18,0.44
7.4561,308.18,0.44,0.26,13.41,301.06,289.13,7.4562,308.18,0.44
7.4562,308.18,0.44,0.33,13.31,301.14,288.99,7.4567,308.18,0.44
7.4567,308.18,0.45,0.30,13.45,301.15,288.94,7.4570,308.17,0.45
7.4570,308.17,0.45,0.42,13.50,301.15,288.78,7.4581,308.17,0.45
7.4581,308.17,0.44,0.21,13.24,301.26,288.70,7.4579,308.17,0.44
7.4579,308.17,0.44,0.32,13.35,301.34,288.76,7.4583,308.17,0.44
7.4583,308.17,0.45,0.30,13.49,301.41,288.69,7.4587,308.16,0.45
7.4587,308.16,0.45,0.22,13.52,301.21,288.79,7.4586,308.16,0.45
7.4586,308.16,0.45,0.14,13.59,301.25,288.62,7.4580,308.16,0.45
7.4580,308.16,0.46,0.13,13.69,301.17,288.77,7.4574,308.16,0.46
7.4574,308.16,0.45,0.06,13.50,301.31,288.88,7.4563,308.16,0.45
7.4563,308.16,0.46,0.10,13.74,301.36,288.83,7.4555,308.16,0.46
7.4555,308.16,0.46,0.11,13.74,301.30,288.80,7.4547,308.16,0.46
7.4547,308.16,0.46,0.15,13.74,301.37,288.76,7.4542,308.16,0.46
7.4542,308.16,0.46,0.29,13.69,301.44,288.88,7.4545,308.16,0.46
7.4545,308.16,0.45,0.24,13.62,301.39,288.84,7.4546,308.16,0.45
7.4546,308.16,0.45,0.14,13.67,301.38,288.94,7.4540,308.15,0.45
7.4540,308.15,0.45,0.19,13.61,301.20,288.87,7.4537,308.15,0.45
7.4537,308.15,0.45,0.40,13.65,301.28,288.72,7.4548,308.15,0.45
7.4548,308.15,0.46,0.50,13.76,301.09,288.81,7.4565,308.15,0.46
7.4565,308.15,0.46,0.56,13.76,301.06,288.84,7.4586,308.14,0.46
7.4586,308.14,0.46,0.54,13.79,300.96,288.73,7.4606,308.14,0.46
7.4606,308.14,0.45,0.57,13.68,301.01,288.66,7.4627,308.13,0.45
7.4627,308.13,0.46,0.38,13.82,301.07,288.54,7.4637,308.13,0.46
7.4637,308.13,0.46,0.37,13.82,301.14,288.43,7.4646,308.13,0.46
7.4646,308.13,0.46,0.31,13.79,301.11,288.40,7.4651,308.13,0.46
7.4651,308.13,0.46,0.35,13.85,300.89,288.58,7.4659,308.12,0.46
7.4659,308.12,0.46,0.54,13.80,300.85,288.63,7.4679,308.12,0.46
7.4679,308.12,0.46,0.37,13.94,300.75,288.49,7.4689,308.12,0.46
7.4689,308.12,0.47,0.37,14.05,300.91,288.52,7.4698,308.12,0.47
7.4698,308.12,0.46,0.24,13.94,300.99,288.53,7.4700,308.11,0.46
7.4700,308.11,0.46,0.26,13.92,300.91,288.36,7.4702,308.11,0.46
7.4702,308.11,0.46,0.31,13.95,300.88,288.33,7.4708,308.11,0.46
7.4708,308.11,0.46,0.11,13.93,301.02,288.26,7.4700,308.11,0.46
7.4700,308.11,0.47,0.06,14.03,300.96,288.23,7.4690,308.11,0.47
7.4690,308.11,0.46,0.07,13.93,301.09,288.36,7.4680,308.11,0.46
7.4680,308.11,0.46,0.04,13.88,301.19,288.42,7.4668,308.11,0.46
7.4668,308.11,0.47,0.01,13.97,301.06,288.40,7.4655,308.11,0.47
7.4655,308.11,0.46,0.00,13.91,300.99,288.41,7.4640,308.11,0.46
7.4640,308.11,0.47,0.12,14.07,300.94,288.59,7.4634,308.11,0.47
7.4634,308.11,0.47,0.26,13.99,301.17,288.47,7.4636,308.10,0.47
7.4636,308.10,0.47,0.26,14.16,301.31,288.51,7.4639,308.10,0.47
7.4639,308.10,0.48,0.06,14.25,301.15,288.70,7.4629,308.10,0.48
7.4629,308.10,0.47,0.00,14.20,301.03,288.59,7.4614,308.10,0.47
7.4614,308.10,0.47,0.00,14.20,300.87,288.62,7.4600,308.10,0.47
7.4600,308.10,0.48,0.10,14.21,300.83,288.49,7.4592,308.10,0.48
7.4592,308.10,0.48,0.08,14.38,300.87,288.47,7.4584,308.10,0.48
7.4584,308.10,0.49,0.00,14.50,301.02,288.44,7.4569,308.10,0.49
7.4569,308.10,0.49,0.00,14.76,300.86,288.52,7.4555,308.10,0.49
7.4555,308.10,0.49,0.15,14.67,300.85,288.51,7.4552,308.10,0.49
7.4552,308.10,0.49,0.38,14.66,300.77,288.60,7.4565,308.10,0.49
7.4565,308.10,0.50,0.37,14.77,300.64,288.74,7.4578,308.09,0.50
7.4578,308.09,0.50,0.14,14.86,300.66,288.59,7.4574,308.09,0.50
7.4574,308.09,0.50,0.23,14.78,300.83,288.67,7.4576,308.09,0.50
7.4576,308.09,0.50,0.32,14.84,300.97,288.69,7.4585,308.09,0.50
7.4585,308.09,0.49,0.21,14.62,301.04,288.65,7.4586,308.09,0.49
7.4586,308.09,0.49,0.28,14.64,300.97,288.65,7.4592,308.09,0.49
7.4592,308.09,0.49,0.22,14.61,301.06,288.73,7.4593,308.08,0.49
7.4593,308.08,0.49,0.40,14.64,301.16,288.73,7.4607,308.08,0.49
7.4607,308.08,0.49,0.52,14.58,301.07,288.67,7.4630,308.08,0.49
7.4630,308.08,0.49,0.63,14.64,300.92,288.68,7.4661,308.07,0.49
7.4661,308.07,0.49,0.67,14.68,301.03,288.71,7.4695,308.07,0.49
7.4695,308.07,0.49,0.81,14.54,300.93,288.69,7.4738,308.06,0.49
7.4738,308.06,0.49,0.95,14.70,300.85,288.68,7.4792,308.06,0.49
7.4792,308.06,0.49,0.89,14.68,300.67,288.74,7.4842,308.05,0.49
7.4842,308.05,0.49,0.96,14.61,300.84,288.76,7.4896,308.04,0.49
7.4896,308.04,0.49,1.00,14.56,300.85,288.85,7.4952,308.04,0.49
7.4952,308.04,0.49,1.00,14.74,300.76,288.96,7.5011,308.03,0.49
7.5011,308.03,0.49,1.00,14.79,300.73,288.99,7.5069,308.02,0.49
7.5069,308.02,0.49,1.00,14.80,300.72,289.06,7.5128,308.01,0.49
7.5128,308.01,0.49,0.78,14.77,300.59,289.01,7.5170,308.01,0.49
7.5170,308.01,0.49,0.67,14.77,300.76,288.90,7.5204,308.00,0.49
7.5204,308.00,0.49,0.56,14.81,300.76,288.93,7.5231,308.00,0.49
7.5231,308.00,0.49,0.67,14.70,300.56,288.91,7.5264,307.99,0.49
7.5264,307.99,0.49,0.60,14.84,300.65,288.84,7.5294,307.99,0.49
7.5294,307.99,0.49,0.63,14.69,300.44,288.85,7.5324,307.99,0.49
7.5324,307.99,0.48,0.63,14.54,300.58,288.86,7.5354,307.98,0.48
7.5354,307.98,0.48,0.64,14.47,300.40,288.95,7.5384,307.98,0.48
7.5384,307.98,0.48,0.74,14.48,300.43,288.88,7.5421,307.97,0.48
7.5421,307.97,0.48,0.77,14.49,300.42,288.92,7.5460,307.96,0.48
7.5460,307.96,0.48,0.64,14.47,300.60,288.72,7.5490,307.96,0.48
7.5490,307.96,0.48,0.73,14.54,300.70,288.67,7.5527,307.95,0.48
7.5527,307.95,0.48,0.77,14.58,300.75,288.78,7.5567,307.95,0.48
7.5567,307.95,0.48,0.80,14.50,300.69,288.96,7.5608,307.94,0.48
7.5608,307.94,0.47,0.87,14.39,300.57,288.90,7.5653,307.94,0.47
7.5653,307.94,0.47,0.90,14.33,300.44,288.88,7.5700,307.93,0.47
7.5700,307.93,0.48,1.00,14.43,300.29,288.81,7.5754,307.92,0.48
7.5754,307.92,0.47,1.00,14.35,300.21,288.77,7.5808,307.91,0.47
7.5808,307.91,0.47,1.00,14.25,300.27,288.86,7.5860,307.91,0.47
7.5860,307.91,0.47,0.93,14.27,300.36,288.97,7.5908,307.90,0.47
7.5908,307.90,0.47,0.93,14.27,300.30,289.00,7.5956,307.89,0.47
7.5956,307.89,0.47,0.95,14.28,300.42,289.16,7.6005,307.89,0.47
7.6005,307.89,0.47,0.97,14.32,300.33,288.99,7.6055,307.88,0.47
7.6055,307.88,0.47,0.79,14.26,300.33,288.97,7.6094,307.87,0.47
7.6094,307.87,0.47,0.63,14.31,300.38,288.93,7.6122,307.87,0.47
7.6122,307.87,0.47,0.77,14.26,300.42,288.78,7.6159,307.86,0.47
7.6159,307.86,0.47,0.84,14.36,300.60,288.77,7.6201,307.86,0.47
7.6201,307.86,0.47,0.68,14.28,300.59,288.72,7.6232,307.85,0.47
7.6232,307.85,0.47,0.66,14.32,300.61,288.74,7.6262,307.85,0.47
7.6262,307.85,0.46,0.69,14.24,300.75,288.91,7.6293,307.84,0.46
7.6293,307.84,0.47,0.72,14.45,300.84,288.81,7.6328,307.84,0.47
7.6328,307.84,0.47,0.69,14.39,300.80,288.79,7.6360,307.83,0.47
7.6360,307.83,0.47,0.82,14.47,300.91,288.91,7.6402,307.83,0.47
7.6402,307.83,0.47,0.90,14.46,300.86,288.85,7.6449,307.82,0.47
7.6449,307.82,0.47,0.99,14.50,300.80,288.90,7.6503,307.81,0.47
7.6503,307.81,0.47,1.00,14.39,300.81,288.86,7.6556,307.81,0.47
7.6556,307.81,0.47,0.96,14.44,300.74,288.88,7.6607,307.80,0.47
7.6607,307.80,0.47,0.89,14.51,300.93,288.78,7.6653,307.79,0.47
7.6653,307.79,0.47,0.74,14.47,301.02,288.74,7.6689,307.79,0.47
7.6689,307.79,0.47,0.91,14.56,300.92,288.74,7.6737,307.78,0.47
7.6737,307.78,0.47,0.92,14.52,300.83,288.78,7.6786,307.78,0.47
7.6786,307.78,0.47,0.65,14.54,300.99,288.91,7.6816,307.77,0.47
7.6816,307.77,0.47,0.58,14.37,300.78,288.89,7.6840,307.77,0.47
7.6840,307.77,0.47,0.59,14.38,300.84,288.94,7.6865,307.76,0.47
7.6865,307.76,0.47,0.39,14.39,300.84,288.91,7.6878,307.76,0.47
7.6878,307.76,0.47,0.45,14.38,301.09,288.99,7.6893,307.76,0.47
7.6893,307.76,0.46,0.39,14.26,301.00,289.13,7.6905,307.75,0.46
7.6905,307.75,0.46,0.35,14.23,301.08,289.13,7.6914,307.75,0.46
7.6914,307.75,0.46,0.33,14.29,301.05,289.10,7.6921,307.75,0.46
7.6921,307.75,0.46,0.16,14.29,301.07,288.88,7.6917,307.75,0.46
7.6917,307.75,0.46,0.14,14.20,301.12,288.99,7.6912,307.75,0.46
7.6912,307.75,0.46,0.29,14.29,301.11,289.04,7.6917,307.75,0.46
7.6917,307.75,0.46,0.27,14.34,301.07,289.12,7.6920,307.74,0.46
7.6920,307.74,0.47,0.34,14.38,301.07,288.97,7.6929,307.74,0.46
7.6929,307.74,0.47,0.46,14.38,301.23,288.96,7.6945,307.74,0.46
7.6945,307.74,0.46,0.36,14.26,301.18,288.87,7.6954,307.74,0.46
7.6954,307.74,0.46,0.37,14.32,301.23,288.85,7.6964,307.73,0.46
7.6964,307.73,0.46,0.47,14.32,301.03,288.88,7.6981,307.73,0.46
7.6981,307.73,0.46,0.54,14.31,301.12,288.67,7.7003,307.73,0.46
7.7003,307.73,0.46,0.61,14.19,301.03,288.72,7.7028,307.72,0.46
7.7028,307.72,0.46,0.59,14.24,301.05,288.93,7.7052,307.72,0.46
7.7052,307.72,0.46,0.54,14.28,300.93,289.02,7.7073,307.72,0.46
7.7073,307.72,0.46,0.42,14.37,300.97,289.08,7.7087,307.71,0.46
7.7087,307.71,0.46,0.45,14.36,300.80,288.87,7.7102,307.71,0.46
7.7102,307.71,0.46,0.48,14.28,300.89,288.89,7.7119,307.71,0.46
7.7119,307.71,0.45,0.41,14.05,300.80,288.89,7.7131,307.70,0.45
7.7131,307.70,0.45,0.53,14.13,300.71,288.82,7.7151,307.70,0.45
7.7151,307.70,0.45,0.56,14.12,300.72,288.88,7.7173,307.70,0.45
7.7173,307.70,0.45,0.57,14.14,300.70,288.91,7.7196,307.69,0.45
7.7196,307.69,0.45,0.64,14.02,300.73,288.74,7.7222,307.69,0.45
7.7222,307.69,0.45,0.60,13.97,300.79,288.75,7.7245,307.68,0.45
7.7245,307.68,0.44,0.64,13.87,300.90,288.75,7.7270,307.68,0.44
7.7270,307.68,0.44,0.49,13.92,300.79,288.85,7.7287,307.68,0.44
7.7287,307.68,0.45,0.49,13.94,300.85,288.72,7.7303,307.67,0.45
7.7303,307.67,0.44,0.59,13.90,300.89,288.64,7.7325,307.67,0.44
7.7325,307.67,0.44,0.64,13.79,300.91,288.64,7.7349,307.66,0.44
7.7349,307.66,0.44,0.63,13.73,300.84,288.58,7.7372,307.66,0.44
7.7372,307.66,0.44,0.47,13.79,300.85,288.48,7.7387,307.66,0.44
7.7387,307.66,0.44,0.45,13.83,300.75,288.29,7.7399,307.65,0.44
7.7399,307.65,0.44,0.40,13.88,300.62,288.29,7.7410,307.65,0.44
7.7410,307.65,0.45,0.34,14.02,300.53,288.31,7.7417,307.65,0.45
7.7417,307.65,0.45,0.36,14.04,300.39,288.25,7.7425,307.65,0.45
7.7425,307.65,0.45,0.49,14.04,300.32,288.15,7.7442,307.64,0.45
7.7442,307.64,0.45,0.48,14.12,300.21,288.08,7.7458,307.64,0.45
7.7458,307.64,0.45,0.49,14.02,300.17,288.07,7.7475,307.63,0.45
7.7475,307.63,0.44,0.30,13.83,299.98,288.10,7.7479,307.63,0.44
7.7479,307.63,0.44,0.22,13.86,299.84,288.01,7.7477,307.63,0.44
7.7477,307.63,0.44,0.28,13.94,300.00,288.01,7.7481,307.63,0.44
7.7481,307.63,0.44,0.14,13.89,300.17,287.99,7.7475,307.63,0.44
7.7475,307.63,0.45,0.19,14.07,300.13,287.93,7.7473,307.63,0.45
7.7473,307.63,0.45,0.35,14.08,300.22,287.85,7.7481,307.62,0.45
7.7481,307.62,0.45,0.11,14.06,300.19,287.89,7.7473,307.62,0.45
7.7473,307.62,0.46,0.02,14.22,299.98,288.09,7.7460,307.62,0.46
7.7460,307.62,0.46,0.00,14.24,299.99,288.03,7.7446,307.62,0.46
7.7446,307.62,0.45,0.00,14.06,299.97,288.04,7.7432,307.62,0.45
7.7432,307.62,0.45,0.00,14.03,299.92,288.12,7.7418,307.62,0.45
7.7418,307.62,0.45,0.00,14.13,299.95,288.10,7.7403,307.62,0.45
7.7403,307.62,0.45,0.00,14.08,299.87,288.25,7.7389,307.62,0.45
7.7389,307.62,0.45,0.00,14.17,299.79,288.20,7.7375,307.62,0.45
7.7375,307.62,0.46,0.00,14.20,300.00,288.18,7.7361,307.62,0.46
7.7361,307.62,0.45,0.00,14.19,300.00,288.20,7.7346,307.62,0.46
7.7346,307.62,0.45,0.00,14.11,300.16,288.48,7.7332,307.62,0.45
7.7332,307.62,0.45,0.12,14.17,300.16,288.49,7.7326,307.62,0.45
7.7326,307.62,0.45,0.12,14.04,300.12,288.58,7.7319,307.62,0.45
7.7319,307.62,0.45,0.10,14.09,300.20,288.57,7.7311,307.62,0.45
7.7311,307.62,0.45,0.06,14.08,300.16,288.56,7.7300,307.62,0.45
7.7300,307.62,0.45,0.00,14.13,300.12,288.39,7.7286,307.62,0.45
7.7286,307.62,0.46,0.11,14.19,300.24,288.41,7.7279,307.62,0.46
7.7279,307.62,0.46,0.00,14.19,300.20,288.43,7.7265,307.62,0.46
7.7265,307.62,0.45,0.14,13.99,300.37,288.51,7.7260,307.62,0.45
7.7260,307.62,0.45,0.14,13.95,300.33,288.38,7.7254,307.62,0.45
7.7254,307.62,0.44,0.00,13.91,300.23,288.35,7.7240,307.62,0.44
7.7240,307.62,0.45,0.00,13.96,300.22,288.33,7.7226,307.62,0.45
7.7226,307.62,0.44,0.17,13.82,300.30,288.51,7.7222,307.62,0.44
7.7222,307.62,0.44,0.15,13.75,300.28,288.63,7.7216,307.61,0.44
7.7216,307.61,0.44,0.16,13.73,300.16,288.70,7.7212,307.61,0.44
7.7212,307.61,0.44,0.00,13.85,300.12,288.66,7.7198,307.61,0.44
7.7198,307.61,0.44,0.07,13.80,299.84,288.62,7.7188,307.61,0.44
7.7188,307.61,0.45,0.07,13.99,299.82,288.52,7.7178,307.61,0.45
7.7178,307.61,0.45,0.10,14.07,299.90,288.46,7.7170,307.61,0.45
7.7170,307.61,0.45,0.16,13.96,299.87,288.60,7.7166,307.61,0.45
7.7166,307.61,0.45,0.19,13.97,299.87,288.60,7.7164,307.61,0.45
7.7164,307.61,0.44,0.21,13.84,299.83,288.41,7.7162,307.61,0.44
7.7162,307.61,0.44,0.20,13.83,299.75,288.44,7.7160,307.61,0.44
7.7160,307.61,0.44,0.08,13.72,299.82,288.20,7.7150,307.61,0.44
7.7150,307.61,0.44,0.00,13.69,299.79,288.23,7.7136,307.61,0.44
7.7136,307.61,0.44,0.02,13.74,299.90,288.19,7.7123,307.61,0.44
7.7123,307.61,0.44,0.00,13.71,299.96,288.33,7.7109,307.61,0.44
7.7109,307.61,0.44,0.00,13.75,300.02,288.20,7.7095,307.61,0.44
7.7095,307.61,0.43,0.18,13.60,300.05,288.43,7.7091,307.60,0.43
7.7091,307.60,0.44,0.15,13.68,300.03,288.51,7.7086,307.60,0.44
7.7086,307.60,0.43,0.25,13.59,299.95,288.47,7.7086,307.60,0.43
7.7086,307.60,0.43,0.18,13.56,300.03,288.63,7.7082,307.60,0.43
7.7082,307.60,0.43,0.15,13.55,299.96,288.47,7.7077,307.60,0.43
7.7077,307.60,0.43,0.01,13.41,299.82,288.48,7.7063,307.60,0.43
7.7063,307.60,0.43,0.04,13.42,299.81,288.46,7.7051,307.60,0.43
7.7051,307.60,0.42,0.18,13.38,300.00,288.34,7.7047,307.60,0.42
7.7047,307.60,0.43,0.10,13.41,299.86,288.31,7.7039,307.60,0.43
7.7039,307.60,0.43,0.15,13.45,299.69,288.43,7.7033,307.59,0.43
7.7033,307.59,0.44,0.12,13.78,299.64,288.26,7.7026,307.59,0.44
7.7026,307.59,0.44,0.20,13.76,299.69,288.18,7.7024,307.59,0.44
7.7024,307.59,0.44,0.42,13.75,299.92,288.18,7.7035,307.59,0.44
7.7035,307.59,0.44,0.52,13.78,299.92,288.16,7.7053,307.59,0.44
7.7053,307.59,0.44,0.44,13.77,299.79,288.30,7.7066,307.58,0.44
7.7066,307.58,0.44,0.41,13.69,299.63,288.40,7.7076,307.58,0.44
7.7076,307.58,0.44,0.29,13.66,299.48,288.36,7.7079,307.58,0.44
7.7079,307.58,0.44,0.35,13.69,299.32,288.35,7.7086,307.57,0.44
7.7086,307.57,0.44,0.29,13.67,299.31,288.53,7.7089,307.57,0.44
7.7089,307.57,0.44,0.21,13.65,299.28,288.33,7.7088,307.57,0.44
7.7088,307.57,0.43,0.10,13.52,299.14,288.26,7.7080,307.57,0.43
