Concentration,Temperature,ConversionRate,InletFlow,InletConc,InletTemp,CoolantTemp,NextConcentration,NextTemperature,NextConversionRate
7.1059,309.24,0.52,0.13,14.89,301.22,289.73,7.1054,309.24,0.52
7.1054,309.24,0.53,0.06,15.00,301.19,289.81,7.1043,309.24,0.53
7.1043,309.24,0.53,0.07,15.00,301.35,289.88,7.1033,309.24,0.53
7.1033,309.24,0.52,0.17,14.84,301.15,289.79,7.1031,309.24,0.52
7.1031,309.24,0.52,0.10,14.90,301.18,289.74,7.1024,309.23,0.52
7.1024,309.23,0.53,0.03,15.00,301.32,289.62,7.1011,309.23,0.53
7.1011,309.23,0.53,0.02,15.00,301.38,289.62,7.0997,309.23,0.53
7.0997,309.23,0.52,0.02,14.94,301.24,289.60,7.0983,309.23,0.52
7.0983,309.23,0.52,0.04,14.91,301.18,289.68,7.0971,309.23,0.52
7.0971,309.23,0.52,0.20,14.82,301.29,289.56,7.0972,309.23,0.52
7.0972,309.23,0.53,0.31,14.96,301.23,289.65,7.0981,309.23,0.53
7.0981,309.23,0.53,0.32,15.00,301.08,289.50,7.0990,309.23,0.53
7.0990,309.23,0.52,0.26,14.88,301.13,289.53,7.0995,309.22,0.52
7.0995,309.22,0.52,0.41,14.77,301.10,289.47,7.1012,309.22,0.52
7.1012,309.22,0.51,0.45,14.60,301.12,289.56,7.1030,309.22,0.51
7.1030,309.22,0.51,0.45,14.64,301.02,289.63,7.1049,309.21,0.51
7.1049,309.21,0.51,0.48,14.59,300.99,289.72,7.1070,309.21,0.51
7.1070,309.21,0.51,0.60,14.52,300.85,289.83,7.1099,309.21,0.51
7.1099,309.21,0.51,0.52,14.52,300.89,289.90,7.1122,309.20,0.51
7.1122,309.20,0.51,0.45,14.57,301.06,289.95,7.1140,309.20,0.51
7.1140,309.20,0.51,0.47,14.55,300.89,289.88,7.1160,309.19,0.51
7.1160,309.19,0.51,0.40,14.67,300.84,289.86,7.1175,309.19,0.51
7.1175,309.19,0.52,0.42,14.80,300.72,289.83,7.1192,309.19,0.52
7.1192,309.19,0.51,0.56,14.53,300.76,289.73,7.1219,309.18,0.51
7.1219,309.18,0.51,0.63,14.63,300.79,289.76,7.1251,309.18,0.51
7.1251,309.18,0.52,0.59,14.82,300.80,289.70,7.1280,309.17,0.52
7.1280,309.17,0.52,0.50,14.82,300.86,289.78,7.1304,309.17,0.52
7.1304,309.17,0.52,0.56,14.86,300.73,289.75,7.1332,309.16,0.52
7.1332,309.16,0.52,0.67,14.83,300.75,289.70,7.1369,309.16,0.52
7.1369,309.16,0.52,0.77,14.82,300.70,289.94,7.1412,309.15,0.52
7.1412,309.15,0.52,0.84,14.81,300.75,290.04,7.1461,309.14,0.52
7.1461,309.14,0.52,0.95,14.93,300.85,290.12,7.1520,309.14,0.52
7.1520,309.14,0.52,0.93,14.87,300.83,290.16,7.1577,309.13,0.52
7.1577,309.13,0.52,0.99,14.86,300.81,290.21,7.1638,309.12,0.52
7.1638,309.12,0.51,0.98,14.74,300.90,290.24,7.1697,309.11,0.51
7.1697,309.11,0.51,1.00,14.68,300.90,290.33,7.1757,309.10,0.51
7.1757,309.10,0.51,0.95,14.77,300.89,290.40,7.1814,309.10,0.51
7.1814,309.10,0.51,1.00,14.73,301.05,290.53,7.1875,309.09,0.51
7.1875,309.09,0.52,1.00,14.89,301.02,290.59,7.1937,309.08,0.52
7.1937,309.08,0.51,1.00,14.65,300.92,290.71,7.1996,309.07,0.51
7.1996,309.07,0.50,1.00,14.52,300.88,290.73,7.2054,309.06,0.50
7.2054,309.06,0.50,0.92,14.29,300.92,290.74,7.2104,309.06,0.50
7.2104,309.06,0.50,0.90,14.31,301.03,290.92,7.2153,309.05,0.50
7.2153,309.05,0.50,0.85,14.47,301.01,290.83,7.2199,309.04,0.50
7.2199,309.04,0.50,0.80,14.45,300.87,290.79,7.2242,309.04,0.50
7.2242,309.04,0.50,0.77,14.52,300.90,290.74,7.2283,309.03,0.50
7.2283,309.03,0.50,0.76,14.42,300.99,290.65,7.2322,309.02,0.50
7.2322,309.02,0.50,0.71,14.36,300.91,290.80,7.2358,309.02,0.50
7.2358,309.02,0.49,0.56,14.29,300.93,290.93,7.2383,309.01,0.49
7.2383,309.01,0.50,0.42,14.35,300.82,290.97,7.2398,309.01,0.50
7.2398,309.01,0.50,0.33,14.38,300.71,290.76,7.2406,309.01,0.50
7.2406,309.01,0.50,0.37,14.42,300.56,290.78,7.2418,309.00,0.50
7.2418,309.00,0.50,0.32,14.41,300.65,290.74,7.2426,309.00,0.50
7.2426,309.00,0.50,0.51,14.40,300.64,290.72,7.2447,309.00,0.50
7.2447,309.00,0.50,0.45,14.44,300.56,290.73,7.2464,308.99,0.50
7.2464,308.99,0.50,0.28,14.44,300.66,290.85,7.2469,308.99,0.50
7.2469,308.99,0.50,0.41,14.45,300.86,290.70,7.2484,308.99,0.50
7.2484,308.99,0.50,0.53,14.50,300.67,290.73,7.2507,308.98,0.50
7.2507,308.98,0.50,0.45,14.57,300.65,290.51,7.2524,308.98,0.50
7.2524,308.98,0.51,0.35,14.67,300.57,290.45,7.2535,308.98,0.51
7.2535,308.98,0.50,0.45,14.59,300.45,290.41,7.2553,308.97,0.50
7.2553,308.97,0.50,0.46,14.54,300.60,290.35,7.2571,308.97,0.50
7.2571,308.97,0.50,0.36,14.46,300.63,290.26,7.2582,308.97,0.50
7.2582,308.97,0.50,0.35,14.47,300.68,290.23,7.2592,308.96,0.50
7.2592,308.96,0.50,0.31,14.53,300.43,290.27,7.2599,308.96,0.50
7.2599,308.96,0.50,0.23,14.64,300.43,290.36,7.2601,308.96,0.50
7.2601,308.96,0.50,0.17,14.65,300.35,290.23,7.2598,308.96,0.50
7.2598,308.96,0.50,0.12,14.64,300.27,290.22,7.2592,308.96,0.50
7.2592,308.96,0.50,0.08,14.55,300.39,290.14,7.2583,308.95,0.50
7.2583,308.95,0.51,0.08,14.75,300.42,290.26,7.2574,308.95,0.51
7.2574,308.95,0.51,0.07,14.76,300.46,290.39,7.2564,308.95,0.51
7.2564,308.95,0.51,0.04,14.88,300.60,290.39,7.2552,308.95,0.51
7.2552,308.95,0.51,0.00,14.75,300.58,290.27,7.2537,308.95,0.51
7.2537,308.95,0.51,0.00,14.68,300.50,290.25,7.2522,308.95,0.51
7.2522,308.95,0.51,0.00,14.80,300.65,290.31,7.2507,308.95,0.51
7.2507,308.95,0.51,0.07,14.90,300.64,290.15,7.2497,308.95,0.51
7.2497,308.95,0.51,0.00,14.89,300.69,290.32,7.2482,308.95,0.51
7.2482,308.95,0.52,0.03,15.00,300.73,290.36,7.2469,308.95,0.52
7.2469,308.95,0.51,0.00,14.93,300.70,290.35,7.2454,308.95,0.51
7.2454,308.95,0.52,0.00,14.94,300.71,290.26,7.2439,308.95,0.52
7.2439,308.95,0.52,0.00,14.99,300.56,290.14,7.2424,308.95,0.52
7.2424,308.95,0.52,0.11,15.00,300.75,290.31,7.2417,308.95,0.52
7.2417,308.95,0.52,0.03,15.00,300.76,290.44,7.2404,308.95,0.52
7.2404,308.95,0.52,0.02,15.00,300.79,290.49,7.2391,308.95,0.52
7.2391,308.95,0.52,0.12,15.00,300.72,290.38,7.2385,308.95,0.52
7.2385,308.95,0.51,0.08,14.92,300.75,290.49,7.2376,308.95,0.51
7.2376,308.95,0.51,0.10,14.88,300.69,290.64,7.2368,308.95,0.51
7.2368,308.95,0.51,0.11,14.77,300.85,290.66,7.2362,308.95,0.51
7.2362,308.95,0.51,0.02,14.81,300.70,290.68,7.2349,308.95,0.51
7.2349,308.95,0.52,0.01,15.00,300.60,290.58,7.2335,308.95,0.52
7.2335,308.95,0.52,0.04,15.00,300.59,290.46,7.2322,308.95,0.52
7.2322,308.95,0.52,0.00,15.00,300.73,290.42,7.2307,308.95,0.52
7.2307,308.95,0.52,0.22,14.92,300.72,290.30,7.2309,308.95,0.52
7.2309,308.95,0.51,0.23,14.89,300.77,290.30,7.2312,308.94,0.51
7.2312,308.94,0.52,0.27,14.94,300.72,290.30,7.2318,308.94,0.52
7.2318,308.94,0.52,0.21,15.00,300.85,290.28,7.2319,308.94,0.52
7.2319,308.94,0.52,0.16,14.99,300.87,290.24,7.2317,308.94,0.52
7.2317,308.94,0.52,0.00,14.97,300.97,290.17,7.2302,308.94,0.52
7.2302,308.94,0.52,0.00,14.96,300.98,290.25,7.2287,308.94,0.52
7.2287,308.94,0.52,0.00,14.97,301.03,290.15,7.2272,308.94,0.52
7.2272,308.94,0.52,0.00,15.00,300.96,290.05,7.2257,308.94,0.52
7.2257,308.94,0.52,0.04,15.00,301.00,289.89,7.2245,308.94,0.52
7.2245,308.94,0.51,0.09,14.88,301.18,289.85,7.2237,308.94,0.51
7.2237,308.94,0.51,0.00,14.71,301.21,289.79,7.2222,308.94,0.51
7.2222,308.94,0.51,0.04,14.78,301.14,289.84,7.2210,308.94,0.51
7.2210,308.94,0.51,0.00,14.85,301.37,289.86,7.2195,308.94,0.51
7.2195,308.94,0.52,0.00,14.96,301.28,289.87,7.2180,308.94,0.52
7.2180,308.94,0.51,0.21,14.86,301.27,289.79,7.2181,308.93,0.51
7.2181,308.93,0.52,0.24,15.00,301.20,289.76,7.2185,308.93,0.52
7.2185,308.93,0.52,0.15,15.00,301.06,289.76,7.2181,308.93,0.52
7.2181,308.93,0.52,0.09,15.00,301.12,289.77,7.2173,308.93,0.52
7.2173,308.93,0.52,0.27,14.96,301.15,289.75,7.2179,308.93,0.52
7.2179,308.93,0.52,0.28,14.89,301.22,289.66,7.2186,308.93,0.52
7.2186,308.93,0.51,0.08,14.84,301.20,289.56,7.2177,308.93,0.51
7.2177,308.93,0.52,0.00,14.91,301.19,289.66,7.2162,308.93,0.52
7.2162,308.93,0.52,0.04,14.94,301.30,289.56,7.2151,308.93,0.52
7.2151,308.93,0.52,0.00,14.94,301.36,289.67,7.2136,308.93,0.52
7.2136,308.93,0.51,0.14,14.85,301.33,289.54,7.2131,308.92,0.51
7.2131,308.92,0.52,0.21,14.99,301.40,289.45,7.2133,308.92,0.52
7.2133,308.92,0.52,0.15,15.00,301.35,289.34,7.2129,308.92,0.52
7.2129,308.92,0.52,0.03,14.98,301.42,289.33,7.2116,308.92,0.52
7.2116,308.92,0.52,0.00,14.96,301.45,289.38,7.2101,308.92,0.52
7.2101,308.92,0.52,0.00,14.96,301.61,289.50,7.2086,308.92,0.52
7.2086,308.92,0.52,0.05,14.99,301.55,289.57,7.2075,308.92,0.52
7.2075,308.92,0.52,0.00,14.94,301.56,289.44,7.2061,308.92,0.52
7.2061,308.92,0.52,0.16,15.00,301.44,289.53,7.2058,308.92,0.52
7.2058,308.92,0.51,0.19,14.74,301.46,289.27,7.2058,308.92,0.51
7.2058,308.92,0.52,0.06,14.98,301.44,289.25,7.2047,308.92,0.52
7.2047,308.92,0.52,0.13,15.00,301.28,289.26,7.2043,308.92,0.52
7.2043,308.92,0.52,0.16,14.90,301.24,289.40,7.2040,308.92,0.52
7.2040,308.92,0.52,0.18,14.96,301.28,289.58,7.2039,308.91,0.52
7.2039,308.91,0.51,0.05,14.81,301.38,289.65,7.2028,308.91,0.51
7.2028,308.91,0.52,0.00,15.00,301.45,289.71,7.2013,308.91,0.52
7.2013,308.91,0.52,0.00,14.98,301.35,289.76,7.1998,308.91,0.52
7.1998,308.91,0.52,0.00,15.00,301.42,289.73,7.1983,308.91,0.52
7.1983,308.91,0.52,0.00,14.85,301.32,289.78,7.1968,308.91,0.52
7.1968,308.91,0.51,0.17,14.74,301.28,289.84,7.1967,308.91,0.51
7.1967,308.91,0.52,0.24,14.88,301.29,289.86,7.1970,308.91,0.52
7.1970,308.91,0.52,0.34,14.87,301.41,289.77,7.1982,308.91,0.52
7.1982,308.91,0.52,0.49,15.00,301.36,289.79,7.2005,308.90,0.52
7.2005,308.90,0.52,0.51,15.00,301.27,289.75,7.2030,308.90,0.52
7.2030,308.90,0.52,0.66,15.00,301.37,289.76,7.2066,308.90,0.52
7.2066,308.90,0.52,0.80,14.96,301.42,289.73,7.2113,308.89,0.52
7.2113,308.89,0.52,0.89,15.00,301.40,289.68,7.2168,308.88,0.52
7.2168,308.88,0.52,0.97,15.00,301.37,289.47,7.2229,308.88,0.52
7.2229,308.88,0.51,1.00,14.88,301.64,289.30,7.2290,308.87,0.51
7.2290,308.87,0.52,1.00,15.00,301.79,289.35,7.2353,308.86,0.52
7.2353,308.86,0.52,1.00,14.92,301.78,289.35,7.2415,308.85,0.51
7.2415,308.85,0.52,0.94,15.00,301.67,289.26,7.2473,308.85,0.52
7.2473,308.85,0.52,0.95,15.00,301.61,289.23,7.2532,308.84,0.52
7.2532,308.84,0.51,1.00,14.88,301.65,289.21,7.2593,308.83,0.51
7.2593,308.83,0.51,1.00,14.88,301.66,289.30,7.2654,308.83,0.51
7.2654,308.83,0.51,0.99,14.70,301.61,289.28,7.2713,308.82,0.51
7.2713,308.82,0.50,1.00,14.57,301.54,289.29,7.2771,308.81,0.50
7.2771,308.81,0.50,1.00,14.65,301.71,289.43,7.2830,308.81,0.50
7.2830,308.81,0.50,0.88,14.53,301.75,289.45,7.2879,308.80,0.50
7.2879,308.80,0.49,0.82,14.42,301.69,289.46,7.2922,308.79,0.49
7.2922,308.79,0.50,0.85,14.71,301.77,289.60,7.2971,308.79,0.50
7.2971,308.79,0.51,0.92,14.86,301.56,289.76,7.3025,308.78,0.51
7.3025,308.78,0.51,0.93,14.81,301.43,289.69,7.3080,308.77,0.51
7.3080,308.77,0.50,0.85,14.64,301.49,289.82,7.3127,308.77,0.50
7.3127,308.77,0.49,0.67,14.45,301.44,289.84,7.3160,308.76,0.49
7.3160,308.76,0.49,0.65,14.35,301.48,289.88,7.3190,308.76,0.49
7.3190,308.76,0.49,0.58,14.25,301.34,289.75,7.3215,308.75,0.49
7.3215,308.75,0.49,0.34,14.26,301.33,289.86,7.3223,308.75,0.49
7.3223,308.75,0.49,0.28,14.32,301.48,289.76,7.3228,308.75,0.49
7.3228,308.75,0.49,0.27,14.47,301.54,289.81,7.3232,308.75,0.49
7.3232,308.75,0.50,0.26,14.56,301.41,289.68,7.3236,308.75,0.50
7.3236,308.75,0.50,0.13,14.59,301.61,289.62,7.3230,308.74,0.50
7.3230,308.74,0.50,0.15,14.71,301.71,289.75,7.3226,308.74,0.50
7.3226,308.74,0.50,0.00,14.78,301.57,289.70,7.3211,308.74,0.50
7.3211,308.74,0.51,0.06,14.85,301.66,289.78,7.3201,308.74,0.51
7.3201,308.74,0.51,0.03,15.00,301.62,289.82,7.3188,308.74,0.51
7.3188,308.74,0.51,0.04,14.97,301.56,289.93,7.3176,308.74,0.51
7.3176,308.74,0.51,0.02,14.96,301.51,289.98,7.3162,308.74,0.51
7.3162,308.74,0.51,0.06,14.98,301.40,289.80,7.3152,308.74,0.51
7.3152,308.74,0.51,0.14,14.97,301.32,289.75,7.3148,308.74,0.51
7.3148,308.74,0.51,0.23,15.00,301.24,289.53,7.3151,308.74,0.51
7.3151,308.74,0.51,0.16,15.00,301.20,289.60,7.3148,308.74,0.51
7.3148,308.74,0.51,0.14,15.00,301.15,289.59,7.3144,308.74,0.51
7.3144,308.74,0.51,0.15,14.87,301.25,289.57,7.3141,308.74,0.51
7.3141,308.74,0.51,0.17,14.84,301.22,289.62,7.3138,308.73,0.51
7.3138,308.73,0.51,0.19,15.00,301.22,289.58,7.3138,308.73,0.51
7.3138,308.73,0.51,0.03,15.00,301.24,289.70,7.3126,308.73,0.51
7.3126,308.73,0.51,0.11,15.00,301.19,289.89,7.3119,308.73,0.51
7.3119,308.73,0.51,0.16,15.00,301.10,289.81,7.3116,308.73,0.51
7.3116,308.73,0.51,0.03,14.98,301.08,289.82,7.3104,308.73,0.51
7.3104,308.73,0.51,0.00,15.00,301.00,289.87,7.3089,308.73,0.51
7.3089,308.73,0.51,0.04,15.00,300.83,289.86,7.3077,308.73,0.51
7.3077,308.73,0.51,0.25,15.00,300.84,289.79,7.3081,308.73,0.51
7.3081,308.73,0.51,0.20,15.00,300.85,289.93,7.3082,308.73,0.51
7.3082,308.73,0.51,0.20,14.84,300.72,289.99,7.3082,308.73,0.51
7.3082,308.73,0.51,0.19,14.78,300.60,290.05,7.3081,308.72,0.51
7.3081,308.72,0.51,0.22,14.91,300.76,289.98,7.3083,308.72,0.51
7.3083,308.72,0.51,0.17,14.96,300.71,290.07,7.3081,308.72,0.51
7.3081,308.72,0.51,0.12,14.90,300.73,290.12,7.3075,308.72,0.51
7.3075,308.72,0.51,0.35,15.00,300.59,289.97,7.3087,308.72,0.51
7.3087,308.72,0.51,0.45,15.00,300.65,289.90,7.3107,308.71,0.51
7.3107,308.71,0.51,0.50,15.00,300.69,289.84,7.3130,308.71,0.51
7.3130,308.71,0.51,0.52,14.88,300.50,289.88,7.3155,308.70,0.51
7.3155,308.70,0.51,0.50,15.00,300.38,290.07,7.3178,308.70,0.51
7.3178,308.70,0.51,0.57,15.00,300.36,290.02,7.3207,308.70,0.51
7.3207,308.70,0.51,0.61,14.98,300.45,289.95,7.3239,308.69,0.51
7.3239,308.69,0.51,0.57,15.00,300.63,289.76,7.3268,308.69,0.51
7.3268,308.69,0.51,0.62,14.90,300.50,289.64,7.3300,308.68,0.51
7.3300,308.68,0.51,0.46,15.00,300.55,289.66,7.3320,308.68,0.51
7.3320,308.68,0.51,0.49,14.99,300.57,289.75,7.3343,308.67,0.51
7.3343,308.67,0.51,0.38,14.93,300.67,289.88,7.3357,308.67,0.51
7.3357,308.67,0.51,0.42,14.95,300.49,289.97,7.3374,308.67,0.51
7.3374,308.67,0.51,0.61,14.90,300.62,290.20,7.3405,308.66,0.51
7.3405,308.66,0.51,0.57,14.96,300.53,290.37,7.3434,308.66,0.51
7.3434,308.66,0.51,0.57,14.87,300.48,290.41,7.3462,308.65,0.51
7.3462,308.65,0.51,0.51,14.95,300.65,290.52,7.3486,308.65,0.51
7.3486,308.65,0.50,0.53,14.84,300.66,290.70,7.3510,308.64,0.50
7.3510,308.64,0.51,0.60,14.97,300.75,290.82,7.3541,308.64,0.51
7.3541,308.64,0.51,0.47,14.89,300.86,290.61,7.3562,308.64,0.51
7.3562,308.64,0.51,0.48,14.88,300.84,290.57,7.3582,308.63,0.51
7.3582,308.63,0.51,0.45,14.90,300.89,290.77,7.3601,308.63,0.51
7.3601,308.63,0.50,0.61,14.87,301.04,290.89,7.3632,308.62,0.50
7.3632,308.62,0.51,0.59,15.00,300.95,290.90,7.3662,308.62,0.51
7.3662,308.62,0.50,0.49,14.79,300.94,290.84,7.3684,308.62,0.50
7.3684,308.62,0.50,0.46,14.73,300.91,290.77,7.3703,308.61,0.50
7.3703,308.61,0.51,0.45,14.92,300.91,290.69,7.3722,308.61,0.51
7.3722,308.61,0.51,0.57,14.90,300.87,290.53,7.3750,308.60,0.51
7.3750,308.60,0.51,0.33,15.00,300.70,290.46,7.3760,308.60,0.51
7.3760,308.60,0.50,0.21,14.76,300.73,290.39,7.3761,308.60,0.50
7.3761,308.60,0.50,0.28,14.81,300.63,290.38,7.3767,308.60,0.50
7.3767,308.60,0.51,0.21,14.91,300.52,290.42,7.3768,308.60,0.51
7.3768,308.60,0.50,0.21,14.90,300.50,290.32,7.3769,308.60,0.50
7.3769,308.60,0.51,0.20,15.00,300.56,290.47,7.3770,308.59,0.51
7.3770,308.59,0.51,0.06,14.97,300.44,290.44,7.3759,308.59,0.51
7.3759,308.59,0.51,0.14,14.95,300.45,290.30,7.3755,308.59,0.51
7.3755,308.59,0.51,0.11,14.94,300.54,290.29,7.3749,308.59,0.51
7.3749,308.59,0.51,0.25,14.95,300.39,290.40,7.3753,308.59,0.51
7.3753,308.59,0.51,0.28,15.00,300.28,290.40,7.3759,308.59,0.51
7.3759,308.59,0.51,0.05,14.99,300.33,290.49,7.3749,308.59,0.51
7.3749,308.59,0.51,0.21,15.00,300.51,290.52,7.3750,308.58,0.51
7.3750,308.58,0.51,0.30,15.00,300.43,290.42,7.3758,308.58,0.51
7.3758,308.58,0.51,0.19,14.99,300.56,290.42,7.3757,308.58,0.51
7.3757,308.58,0.51,0.33,14.98,300.40,290.43,7.3767,308.58,0.51
7.3767,308.58,0.51,0.46,15.00,300.49,290.38,7.3787,308.57,0.51
7.3787,308.57,0.51,0.44,15.00,300.44,290.36,7.3806,308.57,0.51
7.3806,308.57,0.51,0.49,15.00,300.52,290.36,7.3828,308.57,0.51
7.3828,308.57,0.51,0.52,15.00,300.56,290.37,7.3853,308.56,0.51
7.3853,308.56,0.51,0.56,15.00,300.47,290.41,7.3880,308.56,0.51
7.3880,308.56,0.51,0.41,15.00,300.48,290.55,7.3897,308.55,0.51
7.3897,308.55,0.51,0.62,15.00,300.53,290.54,7.3929,308.55,0.51
7.3929,308.55,0.50,0.52,14.93,300.46,290.44,7.3954,308.55,0.50
7.3954,308.55,0.50,0.50,14.71,300.51,290.47,7.3975,308.54,0.50
7.3975,308.54,0.50,0.41,14.72,300.68,290.51,7.3990,308.54,0.50
7.3990,308.54,0.50,0.41,14.72,300.56,290.48,7.4005,308.54,0.50
7.4005,308.54,0.50,0.44,14.72,300.62,290.49,7.4023,308.53,0.50
7.4023,308.53,0.50,0.40,14.66,300.69,290.44,7.4037,308.53,0.49
7.4037,308.53,0.49,0.44,14.53,300.73,290.60,7.4053,308.52,0.49
7.4053,308.52,0.49,0.46,14.57,300.76,290.54,7.4071,308.52,0.49
7.4071,308.52,0.50,0.36,14.68,300.94,290.37,7.4083,308.52,0.50
7.4083,308.52,0.50,0.53,14.73,300.90,290.16,7.4107,308.51,0.50
7.4107,308.51,0.49,0.38,14.53,300.78,290.24,7.4119,308.51,0.49
7.4119,308.51,0.49,0.58,14.57,300.73,290.22,7.4146,308.51,0.49
7.4146,308.51,0.49,0.54,14.61,300.74,290.21,7.4170,308.50,0.49
7.4170,308.50,0.49,0.63,14.63,300.77,290.18,7.4201,308.50,0.49
7.4201,308.50,0.49,0.64,14.61,300.79,290.20,7.4232,308.49,0.49
7.4232,308.49,0.49,0.53,14.54,300.95,290.26,7.4255,308.49,0.49
7.4255,308.49,0.49,0.47,14.55,300.88,290.12,7.4274,308.49,0.49
7.4274,308.49,0.48,0.49,14.34,300.79,290.19,7.4293,308.48,0.48
7.4293,308.48,0.48,0.47,14.27,300.59,290.33,7.4310,308.48,0.48
7.4310,308.48,0.48,0.53,14.24,300.65,290.36,7.4332,308.47,0.48
7.4332,308.47,0.48,0.38,14.18,300.84,290.38,7.4343,308.47,0.48
7.4343,308.47,0.47,0.36,14.16,300.74,290.43,7.4352,308.47,0.47
7.4352,308.47,0.48,0.23,14.23,300.77,290.42,7.4353,308.47,0.48
7.4353,308.47,0.47,0.23,14.12,300.79,290.35,7.4354,308.46,0.47
7.4354,308.46,0.48,0.13,14.29,300.72,290.27,7.4348,308.46,0.48
7.4348,308.46,0.48,0.18,14.41,300.58,290.22,7.4345,308.46,0.48
7.4345,308.46,0.48,0.16,14.37,300.62,290.36,7.4341,308.46,0.48
7.4341,308.46,0.48,0.23,14.40,300.74,290.24,7.4343,308.46,0.48
7.4343,308.46,0.48,0.03,14.35,300.91,290.28,7.4330,308.46,0.48
7.4330,308.46,0.48,0.00,14.40,300.88,290.40,7.4315,308.46,0.48
7.4315,308.46,0.48,0.10,14.38,300.83,290.56,7.4308,308.46,0.48
7.4308,308.46,0.48,0.03,14.43,300.79,290.50,7.4295,308.46,0.49
7.4295,308.46,0.48,0.07,14.36,300.93,290.39,7.4286,308.46,0.48
7.4286,308.46,0.49,0.00,14.54,300.88,290.51,7.4271,308.46,0.49
7.4271,308.46,0.48,0.00,14.39,301.06,290.33,7.4256,308.46,0.48
7.4256,308.46,0.48,0.00,14.41,301.04,290.38,7.4241,308.46,0.48
7.4241,308.46,0.48,0.00,14.38,301.00,290.36,7.4226,308.46,0.48
7.4226,308.46,0.49,0.05,14.46,300.98,290.29,7.4215,308.46,0.49
7.4215,308.46,0.48,0.17,14.34,301.03,290.27,7.4212,308.46,0.48
7.4212,308.46,0.49,0.25,14.42,301.01,290.49,7.4215,308.45,0.49
7.4215,308.45,0.48,0.40,14.35,300.95,290.56,7.4228,308.45,0.48
7.4228,308.45,0.48,0.43,14.33,300.89,290.55,7.4243,308.45,0.48
7.4243,308.45,0.48,0.24,14.27,300.88,290.65,7.4244,308.45,0.48
7.4244,308.45,0.48,0.24,14.36,300.85,290.58,7.4246,308.44,0.48
7.4246,308.44,0.49,0.17,14.43,300.84,290.53,7.4244,308.44,0.49
7.4244,308.44,0.48,0.20,14.38,300.82,290.64,7.4243,308.44,0.48
7.4243,308.44,0.48,0.28,14.32,300.81,290.72,7.4248,308.44,0.48
7.4248,308.44,0.48,0.33,14.31,300.94,290.57,7.4256,308.44,0.48
7.4256,308.44,0.48,0.35,14.29,300.76,290.53,7.4265,308.43,0.48
7.4265,308.43,0.49,0.47,14.42,300.89,290.44,7.4283,308.43,0.48
7.4283,308.43,0.49,0.53,14.52,300.92,290.32,7.4306,308.43,0.49
7.4306,308.43,0.49,0.40,14.65,301.04,290.51,7.4320,308.42,0.49
7.4320,308.42,0.49,0.27,14.64,301.18,290.49,7.4325,308.42,0.49
7.4325,308.42,0.49,0.35,14.72,301.22,290.44,7.4335,308.42,0.49
7.4335,308.42,0.50,0.47,14.84,301.09,290.47,7.4356,308.42,0.50
7.4356,308.42,0.50,0.52,14.91,300.95,290.37,7.4379,308.41,0.50
7.4379,308.41,0.50,0.53,14.93,300.92,290.50,7.4404,308.41,0.50
7.4404,308.41,0.50,0.29,14.81,300.86,290.63,7.4411,308.41,0.50
7.4411,308.41,0.49,0.37,14.61,300.82,290.78,7.4423,308.40,0.49
7.4423,308.40,0.49,0.40,14.73,300.62,290.76,7.4437,308.40,0.49
7.4437,308.40,0.50,0.37,14.76,300.50,290.81,7.4450,308.40,0.50
7.4450,308.40,0.50,0.28,14.77,300.51,290.90,7.4455,308.39,0.50
7.4455,308.39,0.50,0.28,14.82,300.56,290.99,7.4461,308.39,0.50
7.4461,308.39,0.50,0.40,14.86,300.56,290.88,7.4476,308.39,0.50
7.4476,308.39,0.50,0.31,14.91,300.51,290.85,7.4484,308.39,0.50
7.4484,308.39,0.50,0.21,14.90,300.49,290.82,7.4485,308.39,0.50
7.4485,308.39,0.50,0.14,14.91,300.51,290.87,7.4481,308.38,0.50
7.4481,308.38,0.50,0.02,15.00,300.67,290.61,7.4468,308.38,0.50
7.4468,308.38,0.50,0.00,14.97,300.43,290.72,7.4453,308.38,0.50
7.4453,308.38,0.50,0.00,14.91,300.41,290.56,7.4438,308.38,0.50
7.4438,308.38,0.50,0.00,14.82,300.38,290.55,7.4423,308.38,0.50
7.4423,308.38,0.50,0.00,15.00,300.45,290.45,7.4409,308.38,0.50
7.4409,308.38,0.50,0.00,14.98,300.37,290.64,7.4394,308.38,0.50
7.4394,308.38,0.50,0.00,15.00,300.28,290.82,7.4379,308.38,0.50
7.4379,308.38,0.50,0.04,15.00,300.21,290.80,7.4367,308.38,0.50
7.4367,308.38,0.50,0.00,14.85,300.14,290.85,7.4353,308.38,0.50
7.4353,308.38,0.50,0.13,14.80,300.19,290.96,7.4348,308.38,0.50
7.4348,308.38,0.50,0.08,15.00,300.10,291.00,7.4339,308.38,0.50
7.4339,308.38,0.50,0.00,14.91,300.02,290.97,7.4324,308.38,0.50
7.4324,308.38,0.50,0.00,14.92,300.04,290.88,7.4309,308.38,0.50
7.4309,308.38,0.50,0.00,14.97,300.08,291.02,7.4295,308.38,0.50
7.4295,308.38,0.50,0.00,14.95,300.04,290.82,7.4280,308.38,0.50
7.4280,308.38,0.50,0.17,14.88,300.04,290.72,7.4278,308.38,0.50
7.4278,308.38,0.50,0.18,14.96,300.10,290.62,7.4276,308.38,0.50
